      t = 0.019900
      m = 0.078524
         n            rho            x_0            x_1            v_0            v_1            a_0            a_1
       299       999.8891      0.4620578      0.6858467   6.914349e-06     -0.1947426   0.0003506106      -9.810715
       300       999.8892      0.4663768      0.6770746  -6.870791e-06     -0.1947146  -0.0003451169      -9.809295
       301       1000.065      0.4730668      0.6685496  -0.0001346018     -0.1946454   -0.006838191      -9.805794
       302       1001.466       0.480965      0.6628105    -0.00135495     -0.1942534    -0.06923973      -9.785699
       303       1001.364      0.4897685      0.6595082    0.001490552     -0.1952897      0.0761721      -9.838681
       304       999.8521         0.4997      0.6676578  -2.619705e-06     -0.1947047  -0.0001316539      -9.808798
       305       1000.386      0.5106588      0.6703658  -0.0001723128     -0.1948287   -0.008728278      -9.815074
       306       1000.386      0.5189354      0.6751773    0.000172348     -0.1946283    0.008728278      -9.804926
       307       1000.014      0.5255308      0.6828576   2.917365e-06     -0.1947303   0.0001501457       -9.81009
       308       999.8042      0.5297442      0.6930481              0     -0.1947285              0          -9.81
       309       999.8042      0.5298442       0.703117  -1.026588e-08     -0.1947285              0          -9.81
       310       1001.235      0.5256929      0.7130645    0.001120516       -0.19409     0.05724053      -9.777382
       311       1000.976      0.5197266      0.7212132    -0.00053518     -0.1970742    -0.02607203      -9.931642
       312       1000.007      0.5097606      0.7261983   1.644887e-06     -0.1947289   8.336542e-05      -9.810021
       313       1000.007        0.50035      0.7285576  -1.650748e-06     -0.1947281  -8.336542e-05      -9.809979
       314       999.8186      0.4894393      0.7261482  -9.440775e-06     -0.1947449  -0.0004978738      -9.810844
       315       999.8126      0.4808164      0.7212889   4.853634e-06     -0.1947259   0.0002457779      -9.809868
       316       1000.151      0.4737194      0.7129581   1.640349e-05     -0.1946768    0.000829143      -9.807384
       317       1000.151      0.4708056      0.7037665  -1.639105e-05     -0.1947802   -0.000829143      -9.812616
       318       999.9457      0.4705558      0.6923481   3.286587e-07     -0.1947296   1.636818e-05      -9.810053
       319       1000.043      0.4741692      0.6833076   -3.46784e-06     -0.1947292  -0.0001778055      -9.810036
       320        999.963      0.4803664      0.6749763  -1.794603e-06     -0.1947249  -9.418169e-05      -9.809826
       321       999.8054      0.4899394      0.6695668   1.464707e-06     -0.1947287   7.398868e-05      -9.810009
       322       999.8072         0.5004      0.6783076   2.870975e-06     -0.1947278   0.0001443976      -9.809962
       323       999.8072           0.51      0.6808371  -2.859734e-06     -0.1947293  -0.0001443976      -9.810038
       324       1000.014      0.5172205      0.6878576  -2.972893e-06     -0.1947267  -0.0001501457       -9.80991
       325       999.8042        0.52045      0.6980576              0     -0.1947285              0          -9.81
       326       1001.235      0.5175084      0.7084007   -0.001120526      -0.195367    -0.05724053      -9.842618
       327       999.8042         0.5096      0.7154781  -9.426518e-10     -0.1947285              0          -9.81
       328       999.8042        0.49975      0.7184076   8.784226e-10     -0.1947285              0          -9.81
       329       999.8042        0.49005      0.7152281  -3.593263e-09     -0.1947285              0          -9.81
       330       999.8146      0.4824295      0.7076075  -8.881204e-07     -0.1947332  -4.446034e-05      -9.810235
       331       999.9194         0.4805      0.6979076   3.794355e-06     -0.1947303   0.0001915697      -9.810092
       332       1000.004      0.4825295      0.6883577   2.089921e-06     -0.1947206   0.0001054811      -9.809599
       333       999.8042         0.4898      0.6812371   -1.96351e-08     -0.1947285              0          -9.81
       334       1001.188        0.50025      0.6884421   -7.12972e-06     -0.1961788  -0.0003836814      -9.883917
       335       999.8544      0.5097114      0.6952673   8.056804e-05     -0.1947307    0.004107665      -9.810053
       336       1000.084      0.5056295      0.7059004   0.0001568451     -0.1944525    0.007941515      -9.795904
       337       999.9643       0.494621      0.7057995  -0.0001106482     -0.1945479   -0.005565322      -9.800835
       338       999.8067      0.4899894      0.6949674  -1.849251e-06     -0.1947282  -9.335789e-05      -9.809984
       339       1001.678      0.5002487      0.6978687   -0.000120429     -0.1937314   -0.006100176      -9.759291
